1 2.41922e-12 6.04403e-05 0.0250649 0
2 2.56933e-12 5.67004e-05 0.0285423 0
3 2.09033e-12 5.59652e-05 0.027027 0
4 1.83352e-12 5.5472e-05 0.0254255 0
5 1.65552e-12 5.22301e-05 0.0226753 0
6 1.55872e-12 5.19784e-05 0.0267536 0
7 3.46247e-12 5.11194e-05 0.0217558 0
8 1.67497e-12 5.08483e-05 0.0246029 0
9 1.49227e-12 5.05954e-05 0.0284765 0
10 1.34638e-12 5.05508e-05 0.032988 0
11 8.99359e-13 5.0071e-05 0.0295135 0
12 7.97422e-13 4.89936e-05 0.0285626 0
13 1.69916e-12 4.91287e-05 0.0312576 0
14 1.62939e-12 4.90003e-05 0.0250979 0
15 1.5963e-12 4.90749e-05 0.0249281 0
16 1.50389e-12 4.84006e-05 0.0239073 0
17 1.44469e-12 4.84586e-05 0.0236097 0
18 1.0002e-12 4.81881e-05 0.0264549 0
19 8.80234e-13 4.75298e-05 0.0252866 0
20 7.62875e-13 4.75484e-05 0.0323284 0
21 1.01858e-12 4.78832e-05 0.0241859 0
22 1.12672e-12 4.81868e-05 0.0312594 0
23 1.27091e-12 4.75776e-05 0.0314924 0
24 2.96875e-13 4.7411e-05 0.0369546 0
25 8.28281e-13 4.75204e-05 0.0340155 0
26 1.16316e-12 4.71894e-05 0.0282399 0
27 6.46625e-13 4.73631e-05 0.0243241 0
28 1.17273e-12 4.7708e-05 0.0289834 0
29 4.5275e-13 4.74513e-05 0.0298773 0
30 1.19863e-12 4.71933e-05 0.0228777 0
31 1.66734e-12 4.61056e-05 0.0258422 0
32 1.20588e-12 4.65104e-05 0.0273397 0
33 6.80375e-13 4.6497e-05 0.0316414 0
34 8.85109e-13 4.52482e-05 0.0323367 0
35 1.32009e-12 4.6175e-05 0.0293258 0
36 5.74391e-13 4.612e-05 0.0284681 0
37 6.065e-13 4.54015e-05 0.0316742 0
38 1.31061e-12 4.53772e-05 0.0199013 0
39 6.1725e-13 4.60151e-05 0.0368342 0
40 7.70641e-13 4.55253e-05 0.0349033 0
41 9.48953e-13 4.55164e-05 0.0259314 0
42 1.43191e-12 4.61146e-05 0.0238417 0
43 1.20258e-12 4.52034e-05 0.0234076 0
44 9.18219e-13 4.55053e-05 0.0327856 0
45 9.37219e-13 4.52387e-05 0.0277987 0
46 1.07894e-12 4.47204e-05 0.0323437 0
47 1.00197e-12 4.47585e-05 0.0319065 0
48 1.55508e-12 4.43697e-05 0.028057 0
49 1.08298e-12 4.3757e-05 0.0259704 0
50 5.09703e-13 4.38513e-05 0.0334128 0
51 5.60391e-13 4.35486e-05 0.030464 0
52 1.233e-12 4.4035e-05 0.0274148 0
53 7.85984e-13 4.45083e-05 0.0273126 0
54 7.06703e-13 4.34325e-05 0.0376258 0
55 1.25486e-12 4.35216e-05 0.0275408 0
56 2.20594e-13 4.37015e-05 0.0370203 0
57 1.14225e-12 4.39185e-05 0.0249786 0
58 9.61188e-13 4.35367e-05 0.027181 0
59 6.60828e-13 4.33028e-05 0.0379835 0
60 5.60766e-13 4.22476e-05 0.0318444 0
61 1.2292e-12 4.30352e-05 0.0221072 0
62 3.89e-13 4.23223e-05 0.0280497 0
63 1.0615e-12 4.28164e-05 0.0226957 0
64 1.11997e-12 4.3182e-05 0.0304306 0
65 7.755e-13 4.21536e-05 0.0346509 0
66 9.18656e-13 4.24182e-05 0.0275465 0
67 4.89844e-13 4.19913e-05 0.0338234 0
68 1.39533e-12 4.21222e-05 0.0203843 0
69 1.13464e-12 4.19698e-05 0.0260778 0
70 6.94406e-13 4.35253e-05 0.03114 0
71 9.65328e-13 4.17537e-05 0.0307616 0
