2901     
1 -1 135 2.09388e-05 0.0203923 9.63383e-05
2 -1 67 3.96823e-05 0.0374703 5.50693e-05
3 -1 133 3.74672e-05 0.0184831 1.41711e-05
4 -1 50 4.38513e-05 0.0394652 7.525e-06
5 -1 632 1.68826e-05 0.0361932 7.525e-06
6 -1 244 8.82459e-06 0.0213352 0.000119665
7 -1 621 5.33916e-06 0.0232707 4.93523e-05
8 -1 343 2.55301e-05 0.0222833 3.68488e-05
9 -1 304 2.9151e-05 0.0199362 7.525e-06
10 -1 574 1.88634e-05 0.0165693 7.525e-06
11 -1 575 1.9397e-05 0.022296 7.525e-06
12 -1 327 2.59886e-05 0.0174863 6.55825e-05
13 -1 633 1.72302e-05 0.0226427 7.525e-06
14 -1 29 4.74513e-05 0.023333 7.525e-06
15 -1 44 3.63038e-05 0.0398479 6.64797e-05
16 -1 255 3.08733e-05 0.0189119 7.525e-06
17 -1 717 1.23761e-05 0.030843 7.525e-06
18 -1 213 3.02999e-05 0.0344497 8.64211e-05
19 -1 81 4.01557e-06 0.0214998 0.000233876
20 -1 593 1.83019e-05 0.0235471 7.525e-06
21 -1 536 1.86354e-05 0.0175394 2.7885e-05
22 -1 275 2.42015e-05 0.0150957 6.03569e-05
23 -1 493 2.03716e-05 0.0198329 2.68155e-05
24 -1 595 1.10651e-05 0.0590053 5.13002e-05
25 -1 499 2.23327e-05 0.026923 7.525e-06
26 -1 553 1.88851e-05 0.0260803 1.58476e-05
27 -1 220 3.23191e-05 0.0349632 7.525e-06
28 -1 489 1.25258e-06 0.0345023 8.87858e-05
29 -1 112 3.26126e-05 0.0183693 5.56646e-05
30 -1 264 2.79388e-05 0.0273408 3.40047e-05
31 -1 447 1.85432e-05 0.0141502 3.76539e-05
32 -1 160 2.68479e-05 0.0317537 5.9122e-05
33 -1 381 1.8223e-05 0.0184232 3.50984e-05
34 -1 628 1.11376e-05 0.0160059 3.02086e-05
35 -1 128 2.393e-05 0.0323987 5.74448e-05
36 -1 60 8.52289e-06 0.0447014 0.000166917
37 -1 72 1.23402e-05 0.0125851 0.000100677
38 -1 147 2.57541e-05 0.0163168 6.84736e-05
39 -1 684 5.35829e-06 0.0425352 6.94442e-05
40 -1 18 4.81881e-05 0.0294029 7.525e-06
41 -1 218 1.03362e-05 0.0178061 0.000115861
42 -1 485 1.08554e-05 0.0181992 7.87119e-05
43 -1 462 2.32845e-05 0.0148032 7.525e-06
44 -1 158 7.79292e-06 0.0112985 0.000135762
45 -1 283 3.01585e-05 0.0225691 7.525e-06
46 -1 587 1.82325e-05 0.0145321 7.525e-06
47 -1 270 2.35491e-05 0.0206732 6.7122e-05
48 -1 558 1.63158e-05 0.0330101 2.95418e-05
49 -1 165 1.39006e-05 0.0181433 5.30479e-05
50 -1 784 6.22584e-06 0.0212389 7.525e-06
51 -1 265 2.74048e-05 0.022932 2.86236e-05
52 -1 463 2.30307e-05 0.0282888 7.525e-06
53 -1 56 4.37015e-05 0.0367627 7.525e-06
54 -1 379 1.56501e-05 0.0327003 6.37659e-05
55 -1 545 2.03428e-05 0.0167712 7.525e-06
56 -1 679 7.73912e-06 0.0237204 8.0101e-05
57 -1 93 8.78976e-06 0.0251252 0.000192631
58 -1 49 2.61815e-05 0.020087 0.00015381
59 -1 569 1.33672e-05 0.0350359 7.90994e-05
60 -1 113 1.22872e-06 0.0125 0.000152532
61 -1 299 2.9152e-05 0.0122367 1.34939e-05
62 -1 617 1.75067e-05 0.0309579 7.525e-06
63 -1 742 9.98436e-06 0.0136976 7.525e-06
64 -1 567 1.93525e-05 0.0210926 7.525e-06
65 -1 320 2.05512e-05 0.0129855 9.50647e-05
66 -1 184 2.95609e-05 0.0285805 7.64463e-05
67 -1 700 4.30961e-06 0.0100393 4.77319e-05
68 -1 20 3.59142e-05 0.0240416 8.02013e-05
69 -1 175 2.57052e-05 0.0208605 3.33976e-05
70 -1 368 2.73493e-05 0.0196193 7.525e-06
71 -1 148 3.35535e-05 0.0211326 3.54146e-05
72 -1 312 3.50021e-06 0.0196024 6.93733e-05
73 -1 732 7.37188e-06 0.0157521 2.54258e-05
74 -1 412 2.49252e-05 0.0170912 7.525e-06
75 -1 199 2.27014e-05 0.0198595 6.33992e-05
76 -1 278 9.94253e-06 0.0114946 8.12792e-05
77 -1 123 1.46753e-05 0.0254869 0.000112878
78 -1 607 1.71593e-05 0.0269512 7.525e-06
79 -1 131 3.73551e-05 0.0212957 7.525e-06
80 -1 289 9.33291e-06 0.0297789 7.42591e-05
81 -1 731 1.05577e-05 0.0260739 7.525e-06
82 -1 361 2.74082e-05 0.0240196 7.525e-06
83 -1 749 8.75075e-06 0.0173052 7.525e-06
84 -1 421 2.43633e-05 0.0150748 7.525e-06
85 -1 427 1.63917e-05 0.0428189 9.43125e-05
86 -1 723 1.05234e-05 0.0378605 3.3328e-05
87 -1 783 7.79579e-06 0.0506453 7.525e-06
88 -1 799 6.15e-06 0.0560333 7.525e-06
89 -1 811 4.83622e-06 0.0217573 7.525e-06
90 343 632 1.35149e-05 0.0382552 0.000130207
91 50 133 2.5284e-05 0.0330118 0.000173405
92 44 133 1.86476e-05 0.0426473 0.000255962
