1 -1 135 2.5e-06 6.37091e-05 3.01291e-05 4.37188e-13 0
2 -1 67 2.5e-06 3.6059e-05 1.65104e-05 3.94875e-13 0
3 -1 133 2.5e-06 8.65711e-06 3.01395e-06 4.51516e-13 0
4 -1 50 2.5e-06 0 5.025e-06 4.31531e-13 0
5 -1 632 2.5e-06 2.97057e-06 2.05443e-06 2.40625e-14 0
6 -1 244 2.5e-06 7.93379e-05 3.78269e-05 4.32813e-14 0
7 -1 621 2.5e-06 3.22285e-05 1.46238e-05 1.07813e-14 0
8 -1 343 2.5e-06 2.38512e-05 1.04976e-05 2.75344e-13 0
9 -1 304 2.5e-06 0 5.025e-06 1.88891e-13 0
10 -1 574 2.5e-06 0 5.025e-06 1.03828e-13 0
11 -1 575 2.5e-06 0 5.025e-06 4.56563e-14 0
12 -1 327 2.5e-06 4.31028e-05 1.99797e-05 2.49125e-13 0
13 -1 633 2.5e-06 3.01304e-06 2.01196e-06 3.25313e-14 0
14 -1 29 2.5e-06 0 5.025e-06 5.79734e-13 0
15 -1 44 2.5e-06 4.37039e-05 2.02758e-05 4.80844e-13 0
16 -1 255 2.5e-06 0 5.025e-06 2.75547e-13 0
17 -1 717 2.5e-06 5.4356e-07 4.48144e-06 1.67344e-14 0
18 -1 213 2.5e-06 5.70646e-05 2.68565e-05 1.94516e-13 0
19 -1 81 2.5e-06 0.00015586 7.55166e-05 1.03438e-14 0
20 -1 593 2.5e-06 0 5.025e-06 3.11094e-14 0
21 -1 536 2.5e-06 1.78454e-05 7.53953e-06 9.39844e-14 0
22 -1 275 2.5e-06 3.96017e-05 1.82553e-05 4.82844e-13 0
23 -1 493 2.5e-06 1.71289e-05 7.18662e-06 9.72969e-14 0
24 -1 595 2.5e-06 3.35337e-05 1.52666e-05 1.57031e-14 0
25 -1 499 2.5e-06 0 5.025e-06 4.51875e-14 0
26 -1 553 2.5e-06 9.78042e-06 3.56722e-06 6.50469e-14 0
27 -1 220 2.5e-06 0 5.025e-06 3.56141e-13 0
28 -1 489 2.5e-06 5.8649e-05 2.76368e-05 4.17188e-15 0
29 -1 112 2.5e-06 3.64578e-05 1.67068e-05 3.59406e-13 0
30 -1 264 2.5e-06 2.19456e-05 9.55905e-06 1.61359e-13 0
31 -1 447 2.5e-06 2.43906e-05 1.07633e-05 1.68484e-13 0
32 -1 160 2.5e-06 3.87743e-05 1.78478e-05 2.01891e-13 0
33 -1 381 2.5e-06 2.26784e-05 9.91997e-06 1.43031e-13 0
34 -1 628 2.5e-06 1.94022e-05 8.30632e-06 4.8e-14 0
35 -1 128 2.5e-06 3.76505e-05 1.72943e-05 1.64969e-13 0
36 -1 60 2.5e-06 0.000110997 5.342e-05 1.625e-14 0
37 -1 72 2.5e-06 6.66159e-05 3.15608e-05 1.51766e-13 0
38 -1 147 2.5e-06 4.50398e-05 2.09338e-05 3.86e-13 0
39 -1 684 2.5e-06 4.56901e-05 2.12541e-05 5.40625e-15 0
40 -1 18 2.5e-06 0 5.025e-06 8.99922e-13 0
41 -1 218 2.5e-06 7.67895e-05 3.65717e-05 5.29531e-14 0
42 -1 485 2.5e-06 5.18995e-05 2.43124e-05 7.75625e-14 0
43 -1 462 2.5e-06 0 5.025e-06 1.14031e-13 0
44 -1 158 2.5e-06 9.01234e-05 4.31391e-05 5.31563e-14 0
45 -1 283 2.5e-06 0 5.025e-06 2.24016e-13 0
46 -1 587 2.5e-06 0 5.025e-06 3.42969e-14 0
47 -1 270 2.5e-06 4.41342e-05 2.04878e-05 1.99703e-13 0
48 -1 558 2.5e-06 1.89555e-05 8.0863e-06 1.39031e-13 0
49 -1 165 2.5e-06 3.47046e-05 1.58433e-05 6.07813e-14 0
50 -1 784 2.5e-06 0 5.025e-06 1.76563e-15 0
51 -1 265 2.5e-06 1.83403e-05 7.78329e-06 1.58891e-13 0
52 -1 463 2.5e-06 0 5.025e-06 8.15938e-14 0
53 -1 56 2.5e-06 0 5.025e-06 2.22141e-13 0
54 -1 379 2.5e-06 4.18857e-05 1.93803e-05 1.78e-13 0
55 -1 545 2.5e-06 1.16752e-06 3.85748e-06 9.81406e-14 0
56 -1 679 2.5e-06 5.28301e-05 2.47708e-05 2.55625e-14 0
57 -1 93 2.5e-06 0.000128225 6.19056e-05 4.675e-14 0
58 -1 49 2.5e-06 0.000102215 4.90947e-05 5.01266e-13 0
59 -1 569 2.5e-06 5.2159e-05 2.44403e-05 4.925e-14 0
60 -1 113 2.5e-06 0.000101359 4.86732e-05 1.8125e-15 0
61 -1 299 2.5e-06 8.20339e-06 2.79047e-06 2.59703e-13 0
62 -1 617 2.5e-06 1.14717e-06 3.87783e-06 3.36563e-14 0
63 -1 742 2.5e-06 1.06428e-07 4.91857e-06 8.10938e-15 0
64 -1 567 2.5e-06 1.4788e-06 3.5462e-06 5.65781e-14 0
65 -1 320 2.5e-06 6.28558e-05 2.97088e-05 1.98125e-13 0
66 -1 184 2.5e-06 5.03815e-05 2.35648e-05 2.54484e-13 0
67 -1 700 2.5e-06 3.11429e-05 1.4089e-05 1.43281e-14 0
68 -1 20 2.5e-06 5.28974e-05 2.48039e-05 5.8525e-13 0
69 -1 175 2.5e-06 2.15389e-05 9.3587e-06 3.52703e-13 0
70 -1 368 2.5e-06 0 5.025e-06 2.17688e-13 0
71 -1 148 2.5e-06 2.28903e-05 1.00243e-05 3.70844e-13 0
72 -1 312 2.5e-06 4.56426e-05 2.12307e-05 4.73438e-15 0
73 -1 732 2.5e-06 1.61978e-05 6.72802e-06 9.20313e-15 0
74 -1 412 2.5e-06 0 5.025e-06 2.03078e-13 0
75 -1 199 2.5e-06 4.164e-05 1.92593e-05 3.1025e-13 0
76 -1 278 2.5e-06 5.36196e-05 2.51596e-05 8.15469e-14 0
77 -1 123 2.5e-06 7.4791e-05 3.55874e-05 9.07344e-14 0
78 -1 607 2.5e-06 0 5.025e-06 3.15938e-14 0
79 -1 131 2.5e-06 0 5.025e-06 3.18922e-13 0
80 -1 289 2.5e-06 4.89161e-05 2.2843e-05 3.34687e-14 0
81 -1 731 2.5e-06 0 5.025e-06 1.43906e-14 0
82 -1 361 2.5e-06 0 5.025e-06 1.08703e-13 0
83 -1 749 2.5e-06 0 5.025e-06 1.09844e-14 0
84 -1 421 2.5e-06 1.04782e-06 3.97718e-06 1.33688e-13 0
85 -1 427 2.5e-06 6.23519e-05 2.94607e-05 6.23125e-14 0
86 -1 723 2.5e-06 2.14923e-05 9.33575e-06 1.23438e-14 0
87 -1 783 2.5e-06 4.74224e-08 4.97758e-06 1.75e-15 0
88 -1 799 2.5e-06 8.81139e-07 4.14386e-06 1.20313e-15 0
89 -1 811 2.5e-06 0 5.025e-06 7.5e-16 0
90 343 632 6.62797e-05 2.09593e-05 4.29685e-05 6.02188e-14 0
91 50 133 5.54259e-05 6.07556e-05 5.72237e-05 2.84891e-13 0
92 44 133 5.83073e-05 0.000113187 8.44675e-05 1.64828e-13 0
93 29 575 7.66828e-05 2.31409e-05 4.91669e-05 2.6375e-14 0
94 574 633 2.26326e-05 1.94518e-05 2.07281e-05 2.28125e-14 0
95 213 574 6.74834e-05 3.56005e-05 5.07727e-05 5.77031e-14 0
96 255 275 8.50851e-05 8.88705e-05 8.56796e-05 1.91406e-14 0
97 255 553 5.36554e-05 2.0416e-05 3.64829e-05 3.39219e-14 0
98 29 264 9.60016e-05 4.53349e-05 6.96135e-05 1.22359e-13 0
99 112 160 6.74526e-05 4.65259e-05 5.61387e-05 3.05047e-13 0
100 18 128 8.47922e-05 3.67704e-05 5.98741e-05 8.20828e-13 0
101 218 462 4.04636e-05 4.19746e-05 4.06039e-05 1.64891e-13 0
102 147 587 3.89748e-05 1.89899e-05 2.85498e-05 8.07656e-14 0
103 165 270 4.01866e-05 2.74003e-05 3.32891e-05 3.39e-13 0
104 218 463 6.89156e-05 3.02638e-05 4.88496e-05 1.04563e-13 0
105 56 165 4.31755e-05 2.57081e-05 3.39278e-05 1.92297e-13 0
106 56 567 6.66237e-05 3.71309e-05 5.1103e-05 2.32969e-14 0
107 175 320 7.75667e-05 8.56156e-05 8.03734e-05 1.225e-14 0
108 312 368 3.16422e-05 3.54692e-05 3.30549e-05 1.20516e-13 0
109 184 732 6.55323e-05 1.22273e-05 3.82995e-05 3.50313e-14 0
110 20 320 6.87394e-05 1.72682e-05 4.23619e-05 3.60734e-13 0
111 148 175 6.38657e-05 3.51283e-05 4.87582e-05 5.98422e-13 0
112 244 304 5.84818e-05 3.31095e-05 4.51121e-05 4.50922e-13 0
113 67 133 7.77752e-05 9.78853e-05 8.65194e-05 6.04531e-14 0
114 343 575 3.43381e-05 1.76699e-05 2.56159e-05 4.97188e-14 0
115 133 327 0.00010255 4.97042e-05 7.49907e-05 2.53922e-13 0
116 29 343 5.68518e-05 4.57682e-05 5.05442e-05 1.41844e-13 0
117 255 304 7.15006e-05 5.20718e-05 6.0864e-05 7.60781e-14 0
118 29 44 3.2027e-05 4.63973e-05 3.86269e-05 6.14297e-13 0
119 213 633 5.02635e-05 2.73502e-05 3.82277e-05 4.17813e-14 0
120 275 593 6.96615e-05 3.45682e-05 5.1337e-05 4.02031e-14 0
121 213 499 6.30519e-05 1.94419e-05 4.06313e-05 7.2875e-14 0
122 593 595 2.28207e-05 2.5731e-05 2.39135e-05 6.37656e-14 0
123 147 160 8.09106e-05 7.02175e-05 7.44363e-05 2.625e-15 0
124 147 381 5.18595e-05 2.66649e-05 3.86762e-05 2.63297e-13 0
125 147 462 7.23183e-05 4.19868e-05 5.62996e-05 3.47656e-14 0
126 558 587 2.39024e-05 2.68604e-05 2.50025e-05 2.44063e-14 0
127 283 784 8.57338e-05 1.87462e-05 5.14603e-05 2.21875e-15 0
128 18 558 0.000100389 4.50011e-05 7.16098e-05 2.67969e-14 0
129 265 283 3.23161e-05 4.35761e-05 3.73798e-05 1.88234e-13 0
130 270 545 3.31679e-05 2.08808e-05 2.6621e-05 9.24531e-14 0
131 265 299 6.23455e-05 0.000115907 8.77959e-05 2.8125e-15 0
132 320 617 9.99821e-05 2.57763e-05 6.19407e-05 4.21563e-14 0
133 175 368 0.000101754 6.15407e-05 8.04286e-05 7.34844e-14 0
134 368 567 3.53116e-05 2.67074e-05 3.05467e-05 1.71094e-14 0
135 412 732 6.01197e-05 2.86045e-05 4.37e-05 1.02969e-14 0
136 20 131 4.84443e-05 5.53317e-05 5.11136e-05 3.98063e-13 0
